comment_id,video_title,author,comment,date,sentiment
UgxSfAmnDhu5DsDKy8t4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,ronki23,great film i'd go a far a putting it in my top star war movie after a new hope and empire strike back,2022-12-09,positive
Ugy3FB7ebaokyRVtxMp4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Zanbox 8873,the only thing which is not worthless is the music the movie wa absolute trash,2023-03-01,positive
UgxCvE6Zra7iaok31Dd4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Jason Leal,this brings me back to downloading this trailer on a irc chat room the anticipation wa crazy,2022-11-15,negative
UgxcxIZh52xNa3PVgv54AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Kartik the dragon,for the people who hate the prequels you guy must know that these movie are for kid not for adult,2022-08-21,negative
Ugw4bUwwveh4I0ZANB14AaABAg,Ahsoka | Teaser Trailer | Disney+,Jamesthestupi,fan of the novel do you think the man with the red lightsaber is cbaoth or however it spelled,2023-04-25,positive
Ugxob3tW6dE6Lx7YtUF4AaABAg,Ahsoka | Teaser Trailer | Disney+,Dr. TJ Eckleburg,oh good more pink haired feminist in a star war show this should work out well,2023-04-25,neutral
Ugz4EwpDJrPjfGgrY0t4AaABAg,Ahsoka | Teaser Trailer | Disney+,KaijuRevengence54,i really want this show to be good but i cant help but feel like this might become she-hulk all over again,2023-04-25,positive
Ugw67TmSSB6FwkaTxal4AaABAg,Andor | Official Trailer | Disney+,Satguy,i don't know how i feel about this show because the audio is so low on episode it's virtually impossible to hear it i have no other problem on any other show that disney's put out except this one why disney,2022-10-04,negative
UgwcG9DTEOorM-COqTZ4AaABAg,Andor | Official Trailer | Disney+,JarheadJah,one of the best show i ever seen i cannot believe this is star war with the exception of two episode maybe each one is like a mini movie i am not even joking a must watch,2023-03-10,positive
Ugzm10I87k_mQ7NfnGF4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,ObsessedCollector,a long time ago in a theater far far away when faded in the theater went nut i miss those day,2023-04-26,negative
Ugxli9gMABBKIVEdMxN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,GreenLightMe,oddly enough this wa first trailer without a voice over since dr strangelove in,2022-12-30,neutral
UgzES8xzEPYAZJ8PWRB4AaABAg,Ahsoka | Teaser Trailer | Disney+,Ayush Srivastava,if thrawn survived this ezra had survived too so that he mean by saying trust me sabine wow it wa teasr to asoka and ezra return excited to see rebel back together including zeeb and ezera missing kanan,2023-04-23,positive
Ugwy3d4hbDnkDrDZyAN4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,MonkeyBruddha,over three year later and i am still coming back to this take me back to the time when everything in my life wa good,2023-02-24,positive
UgxIFd4H0zwKRk6uK114AaABAg,Andor | Official Trailer | Disney+,Roger Melly,over the past few week we have had a marvel show a star war show and show based on lord of the ring and i have not bothered to watch any of them ten year ago that would have seemed unimaginable to me,2022-10-23,neutral
UgwDfBSayYdWj6Tz2Xh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Oula Hynynen,i say in the name of sw consistencythere really ought to be a re-edit of jake lloyd's scene replacing him with a digital rendering of young hayden christiansen get with it disney,2023-04-09,neutral
Ugyq0S_NQb4dTugy0xd4AaABAg,Ahsoka | Teaser Trailer | Disney+,Rumpel Stilzchen,i hope we can see kanan in a flashback or something still my favourite character,2023-04-24,positive
Ugx9xrMpcl3MHIwPSVh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,The West is the Best,like it or not the prequels cemented star war a a generation spanning franchise without them it would have died out and none of the great star war content we have today would have happened,2022-11-12,negative
UgwjzhuOMmX9NnHAfU94AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Tumbleweed43,sequel trilogy should have been about a galaxy that thought it didnt need the force and a young new generation eager to help but not sure who to believe only to find out that there is evil and good in the galaxy and the force will be with you always,2023-03-26,negative
UgxtV6kQ6q55npbPCll4AaABAg,Ahsoka | Teaser Trailer | Disney+,Billy_mcCann02,kathleen kennedy ha ruined star war for me i already hate rebel so like this show better actually be good,2023-04-25,negative
UgxNjhFxc6kFHxOm9Rd4AaABAg,Ahsoka | Teaser Trailer | Disney+,Jake W,if they make thrown look like a dumbest i'm giving up on starwars he is latterly the most intelligent person in all of starwars,2023-04-23,positive
UgzblUQphdDKiANrW_F4AaABAg,Andor | Official Trailer | Disney+,WC3Gaming,cant believ how much i enjoed this show more of this type please screw mandalorian and that frog baby this is real star war,2023-03-20,negative
Ugx6zaf6OuXvMTahOLV4AaABAg,Ahsoka | Teaser Trailer | Disney+,Pe Vo,ive been hoping for an ashoka movie for so long i kinda gave up and now that ive seen the trailer the first thing i noticed is that in every scene but one ashoka is not holding her sabre using her trademark reverse grip shes holding them like everyone else doe and to me that just reek of what im going to assume is huge lack of attention to detail on disney part which i have to believe is going to be indicative of the whole show i hope im wrong i really i hope im wrong,2023-04-23,negative
Ugzifj7XGHVvPUA8Fw94AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Average internet User,i'm rewatching for the great memory it gave to me and my friend,2022-11-22,positive
UgxDLX-gO5LfP5ToG6t4AaABAg,Andor | Official Trailer | Disney+,cmg2006,the best series of the year and first good one of disney at last,2022-12-12,positive
UgzLdo56uF-i0wmbmyB4AaABAg,Andor | Official Trailer | Disney+,MECO1,people can moan about the pace all they like but this is the only star war show that i am genuinely looking forward to each week,2022-10-09,negative
UgyLiv_1GXbL3v39n5h4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Dropdead,hopefully daisy can redeem herself with a better script shes an amazing actress but they did her dirty the damage is already done but well see what happens,2023-04-15,negative
UgyA7D_7egql2kMh29h4AaABAg,Andor | Official Trailer | Disney+,Lex Luthor,im honestly glad i never watched any trailer made the series that much better,2023-01-04,positive
UgxyITPw8tM_6ezFO4J4AaABAg,Ahsoka | Teaser Trailer | Disney+,Slayr,she look great a the older version of ashoka how far after the clone war doe this take place,2023-04-24,positive
Ugxt12kuWhhSdhuIydJ4AaABAg,Andor | Official Trailer | Disney+,Felix Schach,the best piece of star war medium produced by disney until now,2023-03-10,positive
UgzgwB5ln7Eu7I2EWIF4AaABAg,Andor | Official Trailer | Disney+,Vincent Valentine,all siege mode ground war in act law one photo necessary two if most if rooof of home person is able to fly out of home,2023-03-07,negative
UgyHgg_FShtQ-2xE4VJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,sjdrifter72,i wa only when star war premiered in the original trilogy wa a huge part of my childhood after watching episode i at the theater i wa in shock and couldn't speak the first word i uttered were man the movie sucked little did i know that it's nothing compared to the non-canon wokefest from kathleen kennedy and the evil empire known a disney,2022-07-04,negative
UgxTp9RBli9YMKOoWFV4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,krugg27,such a shame that this movie turned out to be not anywhere near a amazing a this trailer not even close such wasted potential,2023-02-10,negative
Ugz2D3sfQm0NNRyPXvR4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Natalie Portman Fan,i love the phantom menace attack of the clone and revenge of the sith so much,2022-10-23,negative
UgyNb1brYIX9wwLgT7N4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Leo Darden,my first movie i went to see a kid i still love this moviehow in the hell it's awful,2022-08-04,negative
UgzdfLfWcWNCc-cC7CN4AaABAg,Andor | Official Trailer | Disney+,David Loudon,half a year after the actual show ha come out- but the fact there the tie fighter klaxon mixed into the last few impact note is chilling,2023-03-25,positive
Ugxswq3AkD9a1vk52AR4AaABAg,Andor | Official Trailer | Disney+,Tallborn Stev,please let the gilroy brother do more star war content they are too good,2023-03-09,neutral
UgwectG6x7wTI1oPPPd4AaABAg,Ahsoka | Teaser Trailer | Disney+,Gothiczartan,is ahsoka set up in the event during or after the mandalorian it wa to be after the event from the book of boba fett for ahsoka tano to get ready for her show to start in august,2023-04-24,positive
UgyKfGCJZYCUtkfjWHp4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Brian izarnotegui,this is my favorite next to the empire strike back this movie ha the best soundtrack in the whole star war saga a masterpiece,2022-08-01,positive
UgwtgnFs52j6kfUMmpV4AaABAg,Andor | Official Trailer | Disney+,Wackaz,ah wow seems my prediction my observation that optimism and faith all paid off and at that i hope your trust in me wa fulfilled my friend i love to say i told you so watching my comment age like fine make me so happy i'm laughing at those who doubted me right now but also happy they've been proven wrong for the sake of all of u god bless gilroy and everyone else behind this masterpiece,2022-12-03,positive
Ugz8lqtP5wZKmf_zSOh4AaABAg,Andor | Official Trailer | Disney+,The Dude Abides,oh my goodness disney finally came up with something that wasn't a sht show andor is not only a good star war tv show it's a amazingly good tv show,2022-12-27,negative
UgzRedh-RL6HUY4waTN4AaABAg,Ahsoka | Teaser Trailer | Disney+,Nicholas Carrera,this is gonna be good although i have one question will they bring back captain rex i think it will be awesome to see a live action rex he is one of my favorite clone of all time besides that i can't wait,2023-04-25,positive
Ugz8gqUc7xRSgkxxED94AaABAg,Andor | Official Trailer | Disney+,Alfred Waldo,this show had no right to be this good let alone a masterpiece,2023-04-08,positive
Ugxz4w-zmindNZBQVSx4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Arne Trautmann,just watched the trailer for the first time and wanted to let you know: it's terrible shallow bombast without anything real lot of cgi and movie trope button-pushing,2023-02-13,negative
Ugw65B4NX46ZAjGtqX54AaABAg,Andor | Official Trailer | Disney+,Stand Firm,kevin gate the type of guy i wouldnt approve my sister of dating,2022-12-06,neutral
UgyWVjUuFykdTaDuY554AaABAg,Ahsoka | Teaser Trailer | Disney+,Grant Newlands,thrawn is my all time favourite sw character they better not ruin him ha i hope that timothy zahn wa a direct contributer to this series,2023-04-24,positive
UgyYR8lkujkQR8u8XTV4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Bart,so what's the deal did they use samuel music did he provide it or made his own rendition of it,2023-02-13,neutral
UgxUEdU_oBAkVCyrIKl4AaABAg,Andor | Official Trailer | Disney+,mr. B,why is this show sooooooo boring episode in and it just blah blah blah and before all you real fan tell me oh you just find it boring because there isnt a much lightsabers or laser blah blah blah no i find it boring because it the plot doe not move along like it should and the show is sooo low energy it insanely unnecessary they advertise it a a spy thriller but it just a bland soap opera heck a space odyssey is rewatchable compared to this,2022-10-05,negative
UgxTUQkZ_8FYhVyDfXx4AaABAg,Andor | Official Trailer | Disney+,StYxXx,the sequel were so bad i almost lost all interest in star war but andorperfect :) this is what it should look like fire the people behind the sequel and let the one from andor and rogue one take the helm,2023-03-31,neutral
UgyfRk2Au_v3JVw0RjF4AaABAg,Ahsoka | Teaser Trailer | Disney+,Gabriel –,wait im confused doe this take place after mandalorian or like before andor s idk when rebel ending timeline fit into this,2023-04-24,positive
UgziZaJQE7cT3ADcu4N4AaABAg,Andor | Official Trailer | Disney+,Andre Luciano,lolwho's next to get a series before vader cp rd the little door droid at jabbas palace,2022-11-15,neutral
UgzrQ32SOnIJqOkfkUZ4AaABAg,Ahsoka | Teaser Trailer | Disney+,Marta Burga,warrior outcast rebel jedi goosebump when done right nothing top star war and this this look incredible,2023-04-23,positive
UgyLxwa-hTuYnReRLJl4AaABAg,Andor | Official Trailer | Disney+,mehmet okur,if you could make a show like this why did you turn obi wan to a such a terrible disaster one of the best thing ever made about star war we needed something like this to recover after seeing something so terribly bad like obi wan,2022-12-15,negative
UgxBnrnkBSFxICfoBSh4AaABAg,Andor | Official Trailer | Disney+,Rafael,one of the rare rare instance in which the show is even better than it main trailer which is also pretty good,2023-03-05,positive
UgxB5vnrWLl_kqXYCKh4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,ninetyninedreams,really liked this movie sick of the annoying hate from people,2023-04-15,negative
UgxxKDQELVEQyGyVvJl4AaABAg,Andor | Official Trailer | Disney+,abcun17,star war andor put pretty much every other series around including the mediocre house of the dragon and the awful the ring of power to shame in pretty much all aspect message to disney and lucasfilm for whatever it is worth; if you want to aim for something aim for andor in term of the quality of your programming andor is the perfect distillation of what creativity talent imagination and commitment can do too bad few seem to recognize that fact,2022-11-01,positive
Ugyk4v5C7xxnWgXztkl4AaABAg,Ahsoka | Teaser Trailer | Disney+,LP,ahsoka obi wan are at this point the mvp of the whole star war saga luke who,2023-04-23,negative
UgyJehM4C2ffLU6ja2x4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,alfredo walter gutierrez maldonado,i can't wait to watch this in the theater i bet the kid who play anakin must have loved working in this film,2022-09-04,positive
UgwMJxOyBC3yIppwCeN4AaABAg,Andor | Official Trailer | Disney+,OMaM ARMY,I cant wait for this movie!!!!!!!!,2022-10-19T00:25:56Z,neutral
Ugzt-N-Nrx_qpASCrcl4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,‘90sNickfan,the skywalker saga anakin skywalker's downfall episode i: the phantom menace episode ii: attack of the clone episode iii: revenge of the sith darth vader's redemption episode iv: a new hope episode v: the empire strike back episode vi: return of the jedi,2023-01-09,negative
UgxfQmvAq9d5jcYaz0N4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Xiaya Bennett,if they continue in a decade or so i want ben solo resurrected so they can fully explore the dyad concept,2023-02-14,positive
Ugz8kDNuxYJ4Ric4Pbx4AaABAg,Andor | Official Trailer | Disney+,Anna,when ca wa injured in the first fight and then the different character kept referring to his injury and not just forgotten it showed that the show actually care about continuity great show,2023-02-20,positive
UgzhrNrF7clYUq7jBRh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,ethan orange,an internet wit writes: i wa just wondering given the how commonly remarked upon that slave master father child on female slave it is very possible that that flying elephant creature wa anikan's father,2023-02-06,neutral
Ugzk-RgovmYjmtdZ3714AaABAg,Ahsoka | Teaser Trailer | Disney+,Urban Sidhe,i know it's not that important but i'm so glad they fixed her lekku,2023-04-24,positive
UgzpgQkUAcR9cTkFpBh4AaABAg,Andor | Official Trailer | Disney+,shahin gasemnejad,a show that doesn't sacrifice good writing for the sake of diversityit actually implement both beautifully,2023-02-24,positive
UgzfQ5O9UnmhceoFhRt4AaABAg,Andor | Official Trailer | Disney+,Kyzen Del Aguia,disney you are aware the bourne legacy is the least remembered out of the whole bourne franchise,2022-11-13,neutral
UgwW9_JU0D0LRY6pwf14AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,ackbarfan5556,did anyone go to see meet joe black to watch this (i wa so i didn't),2022-11-24,neutral
Ugyq18P4rfg8aKBII8J4AaABAg,Andor | Official Trailer | Disney+,Adam Woolman,masterpiece greatest piece of star war that's come out since revenge of the sith,2023-04-12,positive
Ugx-ZJFpHeIxiiGnUPB4AaABAg,Andor | Official Trailer | Disney+,Fidanza,for someone who's lost interest in star war after the clone war movie i gotta say this show ha really gotten me back on i hated the direction and feel that star war had taken once disney had purchased the franchise but now with this show i finally can say i stand corrected i think i can speak for alot of u when i say we want more of this serious/adult tone to the show to come in the future,2023-04-11,negative
UgwNnvOo00FlzMmS2ll4AaABAg,Andor | Official Trailer | Disney+,HARM0N1C,how am i just now seeing this trailer for the first time after seeing all of the first season such a great show and this is a great trailer,2023-03-04,positive
UgzZQiEaPtBRbSCfl_N4AaABAg,Andor | Official Trailer | Disney+,Jixx the Courageless,it a shame season wont come out till but im sure it'll pay off in the long run,2023-03-22,positive
UgzG-e5hboanWSbxuAB4AaABAg,Andor | Official Trailer | Disney+,Dave Harrenburg,definitely the weakest of the trailer the music used for the first half is way too overused at this point with the music in the second half being too quiet and not very exciting for a trailer also some of the choice for dialogue are rather misleading (main culprit being at what cost everything) overall just make the show look a bit bland imo and it doesn't help that the other trailer are so great,2022-12-16,negative
Ugw6Gjck122ANRwjR1R4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,macshune,anyone else camp out overnight to see episode i because of this amazing trailer only to be disappointed by a just ok movie,2022-07-24,positive
UgzzIys-KB8h4ONuNjh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Michael Ski,just wish they didn't include maul's double sided saber in the trailer kind of spoiled an epic moment for the theater,2023-02-05,positive
Ugww7xIOSHHNz6KKjPt4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Stik Kat,i kind of consider the prequels i be non-canon because of how the story is basically a worker redux of the original trilogy and that palpatine just end up existing he just there,2023-04-18,positive
Ugwc5OxGby6Ud7HP3pB4AaABAg,Andor | Official Trailer | Disney+,Merv Cann,who the heck cast a scottish actor a a empire police sergeant,2022-10-03,neutral
UgwU1sRPshGUaGPhUQV4AaABAg,Andor | Official Trailer | Disney+,JM del Toro,excellent pace for master class story telling that really build suspense can barely contain my anticipation for the next episode it's going to be,2022-10-09,positive
UgzqmJGBVdC-6Rt3CFV4AaABAg,Andor | Official Trailer | Disney+,David Hunter,watching this again today give me retroactive chill what an absolutely superb and frankly perfect show we got if this is a good a it get for sw fan ill gladly take it i dont see anyone else making anything even close to this until season come out it mind boggling we actually got something this well made,2023-03-28,positive
UgxdW_MiZDVJoT6wGBl4AaABAg,Andor | Official Trailer | Disney+,SP4XQS,i wa born and spent my youth in the totalitarian country of the warsaw pact you don't even know how well the creator of andor gave the spirit of a totalitarian state there is both the kgb and the gulag there is fear for loved one and exploitation of the worker beyond their strength when i watched it i felt like i wa transported not to the future but to the past you don't even know how scary life is in the evil empire i am surprised that someone in the u could understand this enslavement so well,2023-03-24,negative
UgwxeFfWd3RuSk0YoWp4AaABAg,Ahsoka | Teaser Trailer | Disney+,Conspiracy Theory,hopefully we atleast get a pic of kanan or even a force ghost,2023-04-24,positive
UgwlE8IW-_BByT-FQxZ4AaABAg,Andor | Official Trailer | Disney+,FractalPrism,it nice when the talented people aren't hamstrung by some kind of kathleen kennedy,2022-10-13,positive
Ugw4nFc2U3WhVImdhFd4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,JP Gaming29,i wasnt born when the ogs came to theater but to say that i got to experience all the prequels in theater will be something i will hold dearly to all my life that go the same for the sequel and seeing them all in theater with my son he can say he saw them when he get older nothing better then being a star war fan life,2022-12-19,negative
Ugyb5c48lmXurYGf8FB4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Jixx the Courageless,disney doesn't know how to make a star war movie but they sure know how to make a trailer,2023-02-05,positive
UgyWv98fQwPT-_Th_n54AaABAg,Andor | Official Trailer | Disney+,nada problem,it's amazing you let something this good even be made disney and wow it isn't woke either unfortunately the garbage heap of disaster you've made (besides the mandalorian a well) have produced no initial interest of this series thank you for renewing it for a second season though you're listening even though it's the smallest voice of the actual fanbase who love star war someone heard kathleen must not have gotten her skeletal hand in this series there might be a god after all oh wait jedi baby is a thing now nvm,2023-01-08,positive
UgyyCJSEbvVqwPQIpzh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Erech,i used to ask my parent to rent episode i- iii but they didn't exist yet at that time i wanted to know who and what darth vader wa if you only knew the hype when episode i wa announced i wa about to start high school back then the full story of anakin's downfall at last wa about to be reveal after a very long time,2023-01-05,neutral
UgwhvnR43e-ljf2aJR54AaABAg,Andor | Official Trailer | Disney+,The Northie,you dont tell a story to break someone heart you tell a story from the heart and get heart broken this really sum up this series so far and i cant wait for the second season,2023-04-20,negative
Ugxks4L0dVOGLdpRx2t4AaABAg,Andor | Official Trailer | Disney+,Lee Chapman,a amazing a this trailer is it still doesn't compare to how incredible the entire series is the best series,2022-11-06,positive
UgwQABpXnSoohojZVKF4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Images,back when trailer were not full of the hammer bang nonsense,2023-03-02,negative
UgxSV8TtXWGoCzzcMIN4AaABAg,Andor | Official Trailer | Disney+,Exilewarrior006,thismay be the star war show i have waited for my entire life too see,2023-03-11,negative
UgxpC1URn0Ltg7qGFbp4AaABAg,Andor | Official Trailer | Disney+,Red X,they really had the nerve to release this incredible series then give u the pure mediocrity that wa mando s,2023-04-22,negative
UgxzAwzZbaw0OS5Ba9h4AaABAg,Andor | Official Trailer | Disney+,Rea Mkhize,this is the word i meant to say exhilarating exhilaratingexhilarating,2023-03-06,positive
Ugzusky2-8BsUk_eSph4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Battle Born,gonna start my rewatch of the entire franchise soon in chronological order starting with this one,2023-03-24,neutral
UgzZn3FiibzzvABjLnR4AaABAg,Andor | Official Trailer | Disney+,R S,honestly i watched the whole first season of andor and found it to be extremely boring especially if i compare it to the mandalorian the book of boba fett episode which are brilliant,2023-02-27,positive
Ugy0hSoqeRES8ajoxlN4AaABAg,Ahsoka | Teaser Trailer | Disney+,Shaila Singh,star war luv to wait watching ahsoka mind blowing sci fi movie,2023-04-26,negative
UgzAemG-5Mv2RuUEKRJ4AaABAg,Andor | Official Trailer | Disney+,Big Swede,wy not another season of the mandalorian this could be any thing just shhite btw it booooooorring,2022-10-05,neutral
UgxAJKTtb_BzFh2CmKZ4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Bob Mcdougall,i finally watched this today like ep i didn't even last half way through utter tripe,2023-04-05,positive
Ugwlo167EZN-Rwk442p4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Miju,me after hearing that the saga is returning: how many other lie have i been told by the council edit: not saying that it's gonna be bad or anything just saying it for fun and me a someone that doesn't enjoy the sequel i'm glad some of you enjoyed it,2023-04-16,positive
UgwK0yNTQPTUmtHHtZ14AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Hella Coorinna,when rey looked back at her undefeated army of all-woman jedi master and whispered for canto bight horse and charged bravely at the all-white army of straight men from second order i cried truly what a war-ending life-saving movie,2023-04-11,positive
Ugw3KS4j4ryZUu3wsZF4AaABAg,Andor | Official Trailer | Disney+,Vincent Valentine,javalina pride corruption and utpa corruption into utrgv trooper support deadmen walking,2023-03-07,positive
Ugz6-fRIzpRjTqOMXcJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Matemática? Não tem problema!,episode carried the weight of more than year of anticipation for a star war movie it ha it flaw however it expanded the universe of star war in an unimaginable way for that reason alone he is a landmark,2023-02-25,negative
Ugz0On1Gnadc02hI4L54AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Imperial_Garrison_UK,i really enjoyed this version of the main theme what track name is it on the ost,2023-04-15,positive
UgzX3WSqmN0Mpzo4Qyd4AaABAg,Andor | Official Trailer | Disney+,Ott One,oh i got prison stack ship that are just prison that are actually wedge anchor penetrator impact super diode detonation cell cuz it's a tesla cell and got to wear armor because it ha a plasma and i can turn on in the room so not a fair day cage nope,2022-10-11,negative
UgyhAt_Per31jC5Xw-B4AaABAg,Andor | Official Trailer | Disney+,PANO FRUA,look lamewhen are they going to make a good series or movie again such a darth vader (show how he got the reputation and what difficulty he faced before everyone start to fear him series) darth maul (series about him getting taken to be trained to be a sith and became a jedi killing machine series or movie) asoka maybe another clone war movie or mace windu movie giving ideasnot going to give a lot of time telling how these movie should be made but i hope you care enough to make a really good mixed emotional movie (dont add politics to these),2022-10-18,positive
UgzC6SHJWjLiYHnnHCB4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Leonardo Yramm,i definitely remember this trailer back in the day me and my parent and sibling were watching tv the channel entertainment tonight announced that they would show the trailer and we waited my god it wa amazing me and my sibling were so excited to see for the first time the trailer for a saga that we loved from the first time (episodes and were movie that we watched a lot of times),2023-04-13,positive
Ugye46yUxZ0gMCcIC7h4AaABAg,Ahsoka | Teaser Trailer | Disney+,Josh Math,yo it the thing from the rebel that tower outside the city thing,2023-04-24,negative
UgyETt9Q3y2L6Q2M34p4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Dave Cody,i really looked forward to the first prequel wow wa i disappointed with the result,2023-01-31,positive
Ugy9-QipGqBZRLpHBsN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Tuco,back in nov there wa a lot of expectation around the release of this teaser e announced they would show it at the end of one of their news program everyone went nut i did a recording on vhs and watched it for several month until the movie wa released i didn't have a good internet connection to download a trailer you would have to wait several hour that vhs wa pretty much burned out after a few week,2022-07-05,negative
UgxHe6VvNJReU0CtGQV4AaABAg,Ahsoka | Teaser Trailer | Disney+,Repo MANG,this trailer suck it like theyre hiding a lot theyd never do that,2023-04-25,negative
Ugz-u73nCwh2N12pE0B4AaABAg,Ahsoka | Teaser Trailer | Disney+,Omni Riven,this look very good but so did the sequel trilogy trailer :' -),2023-04-26,positive
UgwF5fUO5w5Hhk2S-wp4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Agash Selvam,thanks this movie i waiting movie film are warting in cinema i waiting several star war movie cinema,2023-03-20,negative
UgynRptrol20oDZ74lV4AaABAg,Andor | Official Trailer | Disney+,Arshan,war grind the humanity autocracy grind the soul this is what star war message wa about,2023-04-06,negative
UgwCyD3Lape8D6Na39t4AaABAg,Andor | Official Trailer | Disney+,HxZ,nobody talking about that they hade real ak like it weoponds that we use not starwars,2022-10-19,positive
Ugzih1ZWCd7ZBko2zTt4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Jonathan Morales,year ago today this gem of a trailer wa released it wa such a sublime and unforgettable moment all those year have passed and it still move me so much every time i look at it personally it is my favorite trailer of all star war so far i love the trailer,2022-11-18,positive
Ugy4jxDBnJQJODBHR594AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Sankofa NYC,this wa a great trailer it just left you with so much excitement and mystery every moment generates a who that and what wa that and whoa did you see that especially going in blind after all of the year waiting with this trailer there wa absolutely no way this movie wouldnt be record breaking making maker because you just had to go see this,2023-04-16,positive
Ugx-cEatg7pmZ0CTL9l4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Captain MW88,this is my favourite star war movie i dont care what people say,2022-10-26,negative
Ugztd-_Rwqg6aoFphiB4AaABAg,Ahsoka | Teaser Trailer | Disney+,bobscomix,trying to be optimistic though it doesn't seem like there are enough episode in a season to adequately tell this story too many moving part too many character,2023-04-26,neutral
UgwhrFvwV2UuK-HZi854AaABAg,Andor | Official Trailer | Disney+,Aruelmyth,there is a familiar feeling in visual term related to star war andor the cultural theme is similar to what we have on planet earth i think i'm going to love this one,2023-01-23,positive
UgyIo13NKK0b2dadNx54AaABAg,Andor | Official Trailer | Disney+,Noneof Yourbusiness,what an epic shitshow worst of the genre ever fire those writer,2022-10-03,negative
UgyAO26Q7F8MJeQa0PV4AaABAg,Andor | Official Trailer | Disney+,S. Patterson,the holy trifecta of cinematic presentation writing directing and acting near perfectly delivered on a platter by the team that gave u andor this wa an absolute clinic and the rest of the star war ip team should take notice never intended to watch it not after the abomination that wa obi-wan but i wa bored one day and decided to try it it gripped me like nothing in recent memory totally on the level of the expansesimply glorious writing stellar directing and tour de force performance star warswelcome back now ahem ahemcan we do an entire series on the backstory of luthernyou can simply call it: rebellion-the luthern chronicle,2023-03-11,positive
UgxXvrNVr2ESffzX5Ft4AaABAg,Andor | Official Trailer | Disney+,Dominic,want more of this just don't have ryan johnson direct anything he doesn't understand the universe,2022-11-19,positive
Ugxsu-2V7j-hQz0fIYR4AaABAg,Andor | Official Trailer | Disney+,cinnamonstar808,a solid the childhood backstory need more work another praise to got for setting the adult bar of story telling we are getting more realistic storyline,2022-10-18,positive
UgwpW3Y7e05_gc99wu14AaABAg,Andor | Official Trailer | Disney+,Cyrus Rafiee,it's basically star war for adult very serious and political,2023-03-23,negative
UgziCq_91-QHRLh6EC14AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,The end,i wa born right after this movie totally wish i could have experienced the hype and watched this in theater i started the prequels with this still when i wa around or and it wa incredible i vividly remember watching darth maul cut in half and being in utter shock staring at the tv star war these day for me is just pure nostalgia and i watch once in a while just to feel good i wa lucky enough to see revenge of the sith in theater even though tpm isnt the best received by fan if you get into legend and read about plagueis and different event around leading up and into the prequels it make the movie x more interesting if youre a fan of the phantom menace go read the darth plagueis novel asap it make tpm a monumental movie and make you realize whats truly going on,2022-11-20,positive
UgzKCl34sGQdXqUbdcd4AaABAg,Andor | Official Trailer | Disney+,Douglas Goldfarb,can find the source of my alien race and my source sign from hooker place sent out,2022-11-01,neutral
